"","Symbol","ISIN","Description","Region","Classification","Curr","Type","Start"
"653","T0570L","CH0019122339","DJS TMI Oil Eq [0570] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"654","T0570P","CH0019122222","DJS TMI Oil Eq [0570] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"655","T0570R","CH0019122354","DJS TMI Oil Eq [0570] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"656","T0570V","CH0019122388","DJS TMI Oil Eq [0570] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"657","T3760L","CH0019123717","DJS TMI Pers Gds [3760] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"658","T3760P","CH0019123709","DJS TMI Pers Gds [3760] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"659","T3760R","CH0019123741","DJS TMI Pers Gds [3760] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"660","T3760V","CH0019123766","DJS TMI Pers Gds [3760] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"661","T4570L","CH0019124046","DJS TMI Pharm&Bio [4570] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"662","T4570P","CH0019124012","DJS TMI Pharm&Bio [4570] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"663","T4570R","CH0019124061","DJS TMI Pharm&Bio [4570] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"664","T4570V","CH0019124103","DJS TMI Pharm&Bio [4570] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"665","T8630P","CH0043942470","DJS TMI Rea Es IS [8630] EUR (Price)","Europe","Sector","EUR","Price","22-Sep-08"
"666","T8630R","CH0043942488","DJS TMI Rea Es IS [8630] EUR (Return)","Europe","Sector","EUR","Return","22-Sep-08"
"667","T8630L","CH0043942496","DJS TMI Rea Es IS [8630] USD (Price)","Europe","Sector","USD","Price","22-Sep-08"
"668","T8630V","CH0043942504","DJS TMI Rea Es IS [8630] USD (Return)","Europe","Sector","USD","Return","22-Sep-08"
"669","T8670P","CH0043942405","DJS TMI REITS [8670] EUR (Price)","Europe","Sector","EUR","Price","22-Sep-08"
"670","T8670R","CH0043942421","DJS TMI REITS [8670] EUR (Return)","Europe","Sector","EUR","Return","22-Sep-08"
"671","T8670L","CH0043942454","DJS TMI REITS [8670] USD (Price)","Europe","Sector","USD","Price","22-Sep-08"
"672","T8670V","CH0043942462","DJS TMI REITS [8670] USD (Return)","Europe","Sector","USD","Return","22-Sep-08"
"673","T9530L","CH0019125001","DJS TMI Sw&Svcs [9530] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"674","T9530P","CH0019124947","DJS TMI Sw&Svcs [9530] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"675","T9530R","CH0019125050","DJS TMI Sw&Svcs [9530] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"676","T9530V","CH0019125084","DJS TMI Sw&Svcs [9530] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"677","SXLSVC","CH0004117419","DJS TMI Supp Svcs [2790] USD (Price)","Europe","Sector","USD","Price","01-Apr-99"
"678","SXPSVC","CH0004117260","DJS TMI Supp Svcs [2790] EUR (Price)","Europe","Sector","EUR","Price","01-Apr-99"
"679","SXRSVC","CH0004117435","DJS TMI Supp Svcs [2790] EUR (Return)","Europe","Sector","EUR","Return","01-Apr-99"
"680","SXVSVC","CH0004117658","DJS TMI Supp Svcs [2790] USD (Return)","Europe","Sector","USD","Return","01-Apr-99"
"681","T9570L","CH0019125233","DJS TMI Tech Eq [9570] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"682","T9570P","CH0019125183","DJS TMI Tech Eq [9570] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"683","T9570R","CH0019125266","DJS TMI Tech Eq [9570] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"684","T9570V","CH0019125282","DJS TMI Tech Eq [9570] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"685","SXLTOB","CH0004174683","DJS TMI Tobacco [3780] USD (Price)","Europe","Sector","USD","Price","01-Apr-99"
"686","SXPTOB","CH0004174493","DJS TMI Tobacco [3780] EUR (Price)","Europe","Sector","EUR","Price","01-Apr-99"
"687","SXRTOB","CH0004174725","DJS TMI Tobacco [3780] EUR (Return)","Europe","Sector","EUR","Return","01-Apr-99"
"688","SXVTOB","CH0004174758","DJS TMI Tobacco [3780] USD (Return)","Europe","Sector","USD","Return","01-Apr-99"
"689","T5700L","CH0019114047","DJS TMI Trv&Lsr [5750] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"690","T5700P","CH0019114039","DJS TMI Trv&Lsr [5750] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"691","T5700R","CH0019114062","DJS TMI Trv&Lsr [5750] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"692","T5700V","CH0019114088","DJS TMI Trv&Lsr [5750] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"693","SD3E","CH0020751589","DJES Select Div 30 EUR (Price)","Eurozone","Select Dividend","EUR","Price","13-Apr-05"
"694","SD3K","CH0020751639","DJES Select Div 30 USD (Price)","Eurozone","Select Dividend","USD","Price","13-Apr-05"
"695","SD3T","CH0020751605","DJES Select Div 30 EUR (Return)","Eurozone","Select Dividend","EUR","Return","13-Apr-05"
"696","SD3U","CH0020751647","DJES Select Div 30 USD (Return)","Eurozone","Select Dividend","USD","Return","13-Apr-05"
"697","SD4AL","US2609411176","DJSAmerDiv40 USD (Price)","Americas","Select Dividend","USD","Price","14-May-07"
"698","SD4AP","US2609391113","DJSAmerDiv40 EUR (Price)","Americas","Select Dividend","EUR","Price","14-May-07"
"699","SD4AR","US2609401193","DJSAmerDiv40 EUR (Return)","Americas","Select Dividend","EUR","Return","14-May-07"
"700","SD4AV","US2609421159","DJSAmerDiv40 USD (Return)","Americas","Select Dividend","USD","Return","14-May-07"
"701","SD3PL","US2609451180","DJSA/PDiv30 USD (Price)","Asia/Pacific","Select Dividend","USD","Price","14-May-07"
"702","SD3PP","US2609431133","DJSA/PDiv30 EUR (Price)","Asia/Pacific","Select Dividend","EUR","Price","14-May-07"
"703","SD3PR","US2609441116","DJSA/PDiv30 EUR (Return)","Asia/Pacific","Select Dividend","EUR","Return","14-May-07"
"704","SD3PV","US2609461163","DJSA/PDiv30 USD (Return)","Asia/Pacific","Select Dividend","USD","Return","14-May-07"
"705","SD1L","CH0029049795","DJS EUEnLarge Select Div 15 USD (Price)","EU Enlarged","Select Dividend","USD","Price","05-Feb-07"
"706","SD1P","CH0029049167","DJS EUEnLarge Select Div 15 EUR (Price)","EU Enlarged","Select Dividend","EUR","Price","05-Feb-07"
"707","SD1R","CH0029049647","DJS EUEnLarge Select Div 15 EUR (Return)","EU Enlarged","Select Dividend","EUR","Return","05-Feb-07"
"708","SD1V","CH0029049829","DJS EUEnLarge Select Div 15 USD (Return)","EU Enlarged","Select Dividend","USD","Return","05-Feb-07"
"709","SDGL","US26064V1171","DJSGlblDiv100 USD (Price)","Global","Select Dividend","USD","Price","21-Feb-07"
"710","SDGP","US26063V1180","DJSGlblDiv100 EUR (Price)","Global","Select Dividend","EUR","Price","21-Feb-07"
"711","SDGR","US26063Y1120","DJSGlblDiv100 EUR (Return)","Global","Select Dividend","EUR","Return","21-Feb-07"
"712","SDGV","US26066F1104","DJSGlblDiv100 USD (Return)","Global","Select Dividend","USD","Return","21-Feb-07"
"713","SD2F","CH0027627212","DJSN Select Div 20 EUR (Price)","Nordic","Select Dividend","EUR","Price","30-Oct-06"
"714","SD2G","CH0027627287","DJSN Select Div 20 EUR (Return)","Nordic","Select Dividend","EUR","Return","30-Oct-06"
"715","SD2H","CH0027627303","DJSN Select Div 20 USD (Price)","Nordic","Select Dividend","USD","Price","30-Oct-06"
"716","SD2I","CH0027627345","DJSN Select Div 20 USD (Return)","Nordic","Select Dividend","USD","Return","30-Oct-06"
"717","SD2X","CH0027627394","DJSN Select Div 20 SEK (Price)","Nordic","Select Dividend","SEK","Price","30-Oct-06"
"718","SD2Y","CH0027627428","DJSN Select Div 20 SEK (Return)","Nordic","Select Dividend","SEK","Return","30-Oct-06"
"719","SD2NX","CH0037689426","DJSN Select Div 20 NOK (Price)","Nordic","Select Dividend","NOK","Price","21-Apr-08"
"720","SD2NY","CH0037689442","DJSN Select Div 20 NOK (Return)","Nordic","Select Dividend","NOK","Return","21-Apr-08"
"721","SD2DX","CH0037689459","DJSN Select Div 20 DKK (Price)","Nordic","Select Dividend","DKK","Price","21-Apr-08"
"722","SD2DY","CH0037689467","DJSN Select Div 20 DKK (Return)","Nordic","Select Dividend","DKK","Return","21-Apr-08"
"723","SD3L","CH0020751423","DJS Select Div 30 USD (Price)","Europe","Select Dividend","USD","Price","13-Apr-05"
"724","SD3P","CH0020751340","DJS Select Div 30 EUR (Price)","Europe","Select Dividend","EUR","Price","13-Apr-05"
"725","SD3R","CH0020751373","DJS Select Div 30 EUR (Return)","Europe","Select Dividend","EUR","Return","13-Apr-05"
"726","SD3V","CH0020751480","DJS Select Div 30 USD (Return)","Europe","Select Dividend","USD","Return","13-Apr-05"
"727","LCXE","CH0009040632","DJES Large EUR (Price)","Eurozone","Size","EUR","Price","11-Oct-99"
"728","LCXK","CH0009041762","DJES Large USD (Price)","Eurozone","Size","USD","Price","11-Oct-99"
"729","LCXT","CH0009041788","DJES Large EUR (Return)","Eurozone","Size","EUR","Return","11-Oct-99"
"730","LCXU","CH0009041796","DJES Large USD (Return)","Eurozone","Size","USD","Return","11-Oct-99"
"731","MCXE","CH0009042240","DJES Mid EUR (Price)","Eurozone","Size","EUR","Price","11-Oct-99"
"732","MCXK","CH0009042356","DJES Mid USD (Price)","Eurozone","Size","USD","Price","11-Oct-99"
"733","MCXT","CH0009109742","DJES Mid EUR (Return)","Eurozone","Size","EUR","Return","11-Oct-99"
"734","MCXU","CH0009109809","DJES Mid USD (Return)","Eurozone","Size","USD","Return","11-Oct-99"
"735","SCXE","CH0009107456","DJES Small EUR (Price)","Eurozone","Size","EUR","Price","11-Oct-99"
"736","SCXK","CH0009107464","DJES Small USD (Price)","Eurozone","Size","USD","Price","11-Oct-99"
"737","SCXT","CH0009107472","DJES Small EUR (Return)","Eurozone","Size","EUR","Return","11-Oct-99"
"738","SCXU","CH0009107480","DJES Small USD (Return)","Eurozone","Size","USD","Return","11-Oct-99"
"739","XBCHF","CH0011440226","DJES TMI Large EUR (Price)","Eurozone","Size","EUR","Price","20-Nov-00"
"740","XBCHG","CH0011440267","DJES TMI Large EUR (Return)","Eurozone","Size","EUR","Return","20-Nov-00"
"741","XBCHH","CH0011440242","DJES TMI Large USD (Price)","Eurozone","Size","USD","Price","20-Nov-00"
"742","XBCHI","CH0011440291","DJES TMI Large USD (Return)","Eurozone","Size","USD","Return","20-Nov-00"
"743","XBCNF","CH0011440879","DJES TMI Mid EUR (Price)","Eurozone","Size","EUR","Price","20-Nov-00"
"744","XBCNG","CH0011440994","DJES TMI Mid EUR (Return)","Eurozone","Size","EUR","Return","20-Nov-00"
"745","XBCNH","CH0011440903","DJES TMI Mid USD (Price)","Eurozone","Size","USD","Price","20-Nov-00"
"746","XBCNI","CH0011441059","DJES TMI Mid USD (Return)","Eurozone","Size","USD","Return","20-Nov-00"
"747","XBCGF","CH0011441091","DJES TMI Small EUR (Price)","Eurozone","Size","EUR","Price","20-Nov-00"
"748","XBCGG","CH0011443337","DJES TMI Small EUR (Return)","Eurozone","Size","EUR","Return","20-Nov-00"
"749","XBCGH","CH0011441299","DJES TMI Small USD (Price)","Eurozone","Size","USD","Price","20-Nov-00"
"750","XBCGI","CH0011443386","DJES TMI Small USD (Return)","Eurozone","Size","USD","Return","20-Nov-00"
"751","EEBLL","CH0042344900","DJSEE Large 100 USD (Price)","Eastern Europe","Size","USD","Price","07-Oct-08"
"752","EEBLP","CH0042344918","DJSEE Large 100 EUR (Price)","Eastern Europe","Size","EUR","Price","07-Oct-08"
"753","EEBLR","CH0042344926","DJSEE Large 100 EUR (Return)","Eastern Europe","Size","EUR","Return","07-Oct-08"
"754","EEBLV","CH0042344934","DJSEE Large 100 USD (Return)","Eastern Europe","Size","USD","Return","07-Oct-08"
"755","EEBML","CH0042344942","DJSEE Mid 100 USD (Price)","Eastern Europe","Size","USD","Price","07-Oct-08"
"756","EEBMP","CH0042344983","DJSEE Mid 100 EUR (Price)","Eastern Europe","Size","EUR","Price","07-Oct-08"
"757","EEBMR","CH0042344991","DJSEE Mid 100 EUR (Return)","Eastern Europe","Size","EUR","Return","07-Oct-08"
"758","EEBMV","CH0042345006","DJSEE Mid 100 USD (Return)","Eastern Europe","Size","USD","Return","07-Oct-08"
"759","EEBSL","CH0042345014","DJSEE Small 100 USD (Price)","Eastern Europe","Size","USD","Price","07-Oct-08"
"760","EEBSP","CH0042345030","DJSEE Small 100 EUR (Price)","Eastern Europe","Size","EUR","Price","07-Oct-08"
"761","EEBSR","CH0042345048","DJSEE Small 100 EUR (Return)","Eastern Europe","Size","EUR","Return","07-Oct-08"
"762","EEBSV","CH0042345063","DJSEE Small 100 USD (Return)","Eastern Europe","Size","USD","Return","07-Oct-08"
"763","EETMLL","CH0042344629","DJSEE TMI Large USD (Price)","Eastern Europe","Size","USD","Price","07-Oct-08"
"764","EETMLP","CH0042344637","DJSEE TMI Large EUR (Price)","Eastern Europe","Size","EUR","Price","07-Oct-08"
"765","EETMLR","CH0042344645","DJSEE TMI Large EUR (Return)","Eastern Europe","Size","EUR","Return","07-Oct-08"
"766","EETMLV","CH0042344652","DJSEE TMI Large USD (Return)","Eastern Europe","Size","USD","Return","07-Oct-08"
"767","EETMML","CH0042344660","DJSEE TMI Mid USD (Price)","Eastern Europe","Size","USD","Price","07-Oct-08"
"768","EETMMP","CH0042344678","DJSEE TMI Mid EUR (Price)","Eastern Europe","Size","EUR","Price","07-Oct-08"
"769","EETMMR","CH0042344686","DJSEE TMI Mid EUR (Return)","Eastern Europe","Size","EUR","Return","07-Oct-08"
"770","EETMMV","CH0042344702","DJSEE TMI Mid USD (Return)","Eastern Europe","Size","USD","Return","07-Oct-08"
"771","EETMSL","CH0042344710","DJSEE TMI Small USD (Price)","Eastern Europe","Size","USD","Price","07-Oct-08"
"772","EETMSP","CH0042344728","DJSEE TMI Small EUR (Price)","Eastern Europe","Size","EUR","Price","07-Oct-08"
"773","EETMSR","CH0042344736","DJSEE TMI Small EUR (Return)","Eastern Europe","Size","EUR","Return","07-Oct-08"
"774","EETMSV","CH0042344744","DJSEE TMI Small USD (Return)","Eastern Europe","Size","USD","Return","07-Oct-08"
"775","LCXA","CH0008276401","DJS ex EURO Large EUR (Price)","Europe ex Eurozone","Size","EUR","Price","11-Oct-99"
"776","LCXB","CH0008280890","DJS ex EURO Large EUR (Return)","Europe ex Eurozone","Size","EUR","Return","11-Oct-99"
"777","LCXC","CH0008277318","DJS ex EURO Large USD (Price)","Europe ex Eurozone","Size","USD","Price","11-Oct-99"
"778","LCXD","CH0008280916","DJS ex EURO Large USD (Return)","Europe ex Eurozone","Size","USD","Return","11-Oct-99"
"779","MCXA","CH0008281260","DJS ex EURO Mid EUR (Price)","Europe ex Eurozone","Size","EUR","Price","11-Oct-99"
"780","MCXB","CH0008281724","DJS ex EURO Mid EUR (Return)","Europe ex Eurozone","Size","EUR","Return","11-Oct-99"
"781","MCXC","CH0008281617","DJS ex EURO Mid USD (Price)","Europe ex Eurozone","Size","USD","Price","11-Oct-99"
"782","MCXD","CH0008281732","DJS ex EURO Mid USD (Return)","Europe ex Eurozone","Size","USD","Return","11-Oct-99"
"783","SCXA","CH0008281963","DJS ex EURO Small EUR (Price)","Europe ex Eurozone","Size","EUR","Price","11-Oct-99"
"784","SCXB","CH0008283837","DJS ex EURO Small EUR (Return)","Europe ex Eurozone","Size","EUR","Return","11-Oct-99"
"785","SCXC","CH0008283746","DJS ex EURO Small USD (Price)","Europe ex Eurozone","Size","USD","Price","11-Oct-99"
"786","SCXD","CH0008285865","DJS ex EURO Small USD (Return)","Europe ex Eurozone","Size","USD","Return","11-Oct-99"
"787","XBPHF","CH0011444426","DJS ex EURO TMI Large EUR (Price)","Europe ex Eurozone","Size","EUR","Price","20-Nov-00"
"788","XBPHG","CH0011444863","DJS ex EURO TMI Large EUR (Return)","Europe ex Eurozone","Size","EUR","Return","20-Nov-00"
"789","XBPHH","CH0011444509","DJS ex EURO TMI Large USD (Price)","Europe ex Eurozone","Size","USD","Price","20-Nov-00"
"790","XBPHI","CH0011444905","DJS ex EURO TMI Large USD (Return)","Europe ex Eurozone","Size","USD","Return","20-Nov-00"
"791","XBIGF","CH0011444954","DJS ex EURO TMI Mid EUR (Price)","Europe ex Eurozone","Size","EUR","Price","20-Nov-00"
"792","XBIGG","CH0011445019","DJS ex EURO TMI Mid EUR (Return)","Europe ex Eurozone","Size","EUR","Return","20-Nov-00"
"793","XBIGH","CH0011444988","DJS ex EURO TMI Mid USD (Price)","Europe ex Eurozone","Size","USD","Price","20-Nov-00"
"794","XBIGI","CH0011445035","DJS ex EURO TMI Mid USD (Return)","Europe ex Eurozone","Size","USD","Return","20-Nov-00"
"795","XBINF","CH0011445084","DJS ex EURO TMI Small EUR (Price)","Europe ex Eurozone","Size","EUR","Price","20-Nov-00"
"796","XBING","CH0011445118","DJS ex EURO TMI Small EUR (Return)","Europe ex Eurozone","Size","EUR","Return","20-Nov-00"
"797","XBINH","CH0011445092","DJS ex EURO TMI Small USD (Price)","Europe ex Eurozone","Size","USD","Price","20-Nov-00"
"798","XBINI","CH0011445134","DJS ex EURO TMI Small USD (Return)","Europe ex Eurozone","Size","USD","Return","20-Nov-00"
"799","LCXF","CH0008158146","DJS ex UK Large EUR (Price)","Europe ex UK","Size","EUR","Price","11-Oct-99"
"800","LCXG","CH0008174358","DJS ex UK Large EUR (Return)","Europe ex UK","Size","EUR","Return","11-Oct-99"
"801","LCXH","CH0008174192","DJS ex UK Large USD (Price)","Europe ex UK","Size","USD","Price","11-Oct-99"
"802","LCXI","CH0008174598","DJS ex UK Large USD (Return)","Europe ex UK","Size","USD","Return","11-Oct-99"
"803","MCXF","CH0008174937","DJS ex UK Mid EUR (Price)","Europe ex UK","Size","EUR","Price","11-Oct-99"
"804","MCXG","CH0008175223","DJS ex UK Mid EUR (Return)","Europe ex UK","Size","EUR","Return","11-Oct-99"
"805","MCXH","CH0008175215","DJS ex UK Mid USD (Price)","Europe ex UK","Size","USD","Price","11-Oct-99"
"806","MCXI","CH0008175389","DJS ex UK Mid USD (Return)","Europe ex UK","Size","USD","Return","11-Oct-99"
"807","SCXF","CH0008175975","DJS ex UK Small EUR (Price)","Europe ex UK","Size","EUR","Price","11-Oct-99"
"808","SCXG","CH0008176007","DJS ex UK Small EUR (Return)","Europe ex UK","Size","EUR","Return","11-Oct-99"
"809","SCXH","CH0008175991","DJS ex UK Small USD (Price)","Europe ex UK","Size","USD","Price","11-Oct-99"
"810","SCXI","CH0008176619","DJS ex UK Small USD (Return)","Europe ex UK","Size","USD","Return","11-Oct-99"
"811","XBENF","CH0011443568","DJS ex UK TMI Large EUR (Price)","Europe ex UK","Size","EUR","Price","20-Nov-00"
"812","XBENG","CH0011443667","DJS ex UK TMI Large EUR (Return)","Europe ex UK","Size","EUR","Return","20-Nov-00"
"813","XBENH","CH0011443634","DJS ex UK TMI Large USD (Price)","Europe ex UK","Size","USD","Price","20-Nov-00"
"814","XBENI","CH0011443709","DJS ex UK TMI Large USD (Return)","Europe ex UK","Size","USD","Return","20-Nov-00"
"815","XBFSF","CH0011443832","DJS ex UK TMI Mid EUR (Price)","Europe ex UK","Size","EUR","Price","20-Nov-00"
"816","XBFSG","CH0011444012","DJS ex UK TMI Mid EUR (Return)","Europe ex UK","Size","EUR","Return","20-Nov-00"
"817","XBFSH","CH0011443907","DJS ex UK TMI Mid USD (Price)","Europe ex UK","Size","USD","Price","20-Nov-00"
"818","XBFSI","CH0011444046","DJS ex UK TMI Mid USD (Return)","Europe ex UK","Size","USD","Return","20-Nov-00"
"819","XBFOF","CH0011444079","DJS ex UK TMI Small EUR (Price)","Europe ex UK","Size","EUR","Price","20-Nov-00"
"820","XBFOG","CH0011444178","DJS ex UK TMI Small EUR (Return)","Europe ex UK","Size","EUR","Return","20-Nov-00"
"821","XBFOH","CH0011444087","DJS ex UK TMI Small USD (Price)","Europe ex UK","Size","USD","Price","20-Nov-00"
"822","XBFOI","CH0011444277","DJS ex UK TMI Small USD (Return)","Europe ex UK","Size","USD","Return","20-Nov-00"
"823","LCXL","CH0009042059","DJS Large 200 USD (Price)","Europe","Size","USD","Price","11-Oct-99"
"824","LCXP","CH0009041895","DJS Large 200 EUR (Price)","Europe","Size","EUR","Price","11-Oct-99"
"825","LCXR","CH0009042083","DJS Large 200 EUR (Return)","Europe","Size","EUR","Return","11-Oct-99"
"826","LCXV","CH0009042174","DJS Large 200 USD (Return)","Europe","Size","USD","Return","11-Oct-99"
"827","MCXL","CH0009107316","DJS Mid 200 USD (Price)","Europe","Size","USD","Price","11-Oct-99"
"828","MCXP","CH0009107191","DJS Mid 200 EUR (Price)","Europe","Size","EUR","Price","11-Oct-99"
"829","MCXR","CH0009107365","DJS Mid 200 EUR (Return)","Europe","Size","EUR","Return","11-Oct-99"
"830","MCXV","CH0009107373","DJS Mid 200 USD (Return)","Europe","Size","USD","Return","11-Oct-99"
"831","KLXH","CH0009117497","DJS NORDIC Large USD (Price)","Nordic","Size","USD","Price","11-Oct-99"
"832","KLXI","CH0009117513","DJS NORDIC Large USD (Return)","Nordic","Size","USD","Return","11-Oct-99"
